0.0,769.75,80.03,1812.75,188.46
0.5,746.08,65.7,1757.01,154.72
-0.5,1062.18,234.27,2501.45,551.72
1.0,592.21,21.48,1394.65,50.59
-1.0,28618.88,4.02846581e6,67397.45,9.48703698e6
